population	type	chromosome	region	rate	newreg
F1	inversion	7	Inv-Adjacent	6.45	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.45	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.49	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.49	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.52	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.54	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.58	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.58	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.6	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.63	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.63	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.67	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.67	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.81	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.86	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.89	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.97	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.97	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.97	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.83	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.77	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.69	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.65	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.56	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.54	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.51	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.5	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.47	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.44	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.25	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.13	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.92	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.55	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.47	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.47	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.34	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.13	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.86	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.78	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.66	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.53	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.46	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.46	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.39	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.18	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.12	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.11	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.06	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.05	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.05	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.05	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.06	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.09	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.09	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.11	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.17	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.2	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.23	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.25	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.34	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.48	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.6	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.8	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.91	Inv-Adjacent
F1	inversion	7	Inversion	4.96	Inversion
F1	inversion	7	Inversion	5.13	Inversion
F1	inversion	7	Inversion	5.16	Inversion
F1	inversion	7	Inversion	5.32	Inversion
F1	inversion	7	Inversion	5.33	Inversion
F1	inversion	7	Inversion	5.38	Inversion
F1	inversion	7	Inversion	5.4	Inversion
F1	inversion	7	Inversion	5.47	Inversion
F1	inversion	7	Inversion	5.7	Inversion
F1	inversion	7	Inversion	5.86	Inversion
F1	inversion	7	Inversion	5.92	Inversion
F1	inversion	7	Inversion	5.99	Inversion
F1	inversion	7	Inversion	6.07	Inversion
F1	inversion	7	Inversion	6.08	Inversion
F1	inversion	7	Inversion	6.14	Inversion
F1	inversion	7	Inversion	6.16	Inversion
F1	inversion	7	Inversion	6.17	Inversion
F1	inversion	7	Inversion	6.17	Inversion
F1	inversion	7	Inversion	6.22	Inversion
F1	inversion	7	Inversion	6.43	Inversion
F1	inversion	7	Inversion	6.47	Inversion
F1	inversion	7	Inversion	6.5	Inversion
F1	inversion	7	Inversion	6.52	Inversion
F1	inversion	7	Inversion	6.56	Inversion
F1	inversion	7	Inversion	6.57	Inversion
F1	inversion	7	Inversion	6.6	Inversion
F1	inversion	7	Inversion	6.6	Inversion
F1	inversion	7	Inversion	6.69	Inversion
F1	inversion	7	Inversion	6.8	Inversion
F1	inversion	7	Inversion	6.82	Inversion
F1	inversion	7	Inversion	6.84	Inversion
F1	inversion	7	Inversion	6.88	Inversion
F1	inversion	7	Inversion	6.9	Inversion
F1	inversion	7	Inversion	6.94	Inversion
F1	inversion	7	Inversion	6.96	Inversion
F1	inversion	7	Inversion	6.97	Inversion
F1	inversion	7	Inversion	7.01	Inversion
F1	inversion	7	Inversion	7.05	Inversion
F1	inversion	7	Inversion	7.09	Inversion
F1	inversion	7	Inversion	7.15	Inversion
F1	inversion	7	Inversion	7.18	Inversion
F1	inversion	7	Inversion	7.18	Inversion
F1	inversion	7	Inversion	7.22	Inversion
F1	inversion	7	Inversion	7.22	Inversion
F1	inversion	7	Inversion	7.24	Inversion
F1	inversion	7	Inversion	7.32	Inversion
F1	inversion	7	Inversion	7.41	Inversion
F1	inversion	7	Inversion	7.45	Inversion
F1	inversion	7	Inversion	7.53	Inversion
F1	inversion	7	Inversion	7.55	Inversion
F1	inversion	7	Inversion	7.67	Inversion
F1	inversion	7	Inversion	7.67	Inversion
F1	inversion	7	Inversion	7.7	Inversion
F1	inversion	7	Inversion	7.75	Inversion
F1	inversion	7	Inversion	7.77	Inversion
F1	inversion	7	Inversion	7.78	Inversion
F1	inversion	7	Inversion	7.87	Inversion
F1	inversion	7	Inversion	7.94	Inversion
F1	inversion	7	Inversion	7.97	Inversion
F1	inversion	7	Inversion	8	Inversion
F1	inversion	7	Inversion	8.04	Inversion
F1	inversion	7	Inversion	8.11	Inversion
F1	inversion	7	Inversion	8.14	Inversion
F1	inversion	7	Inversion	8.16	Inversion
F1	inversion	7	Inversion	8.18	Inversion
F1	inversion	7	Inversion	8.19	Inversion
F1	inversion	7	Inversion	8.21	Inversion
F1	inversion	7	Inversion	8.23	Inversion
F1	inversion	7	Inversion	8.24	Inversion
F1	inversion	7	Inversion	8.24	Inversion
F1	inversion	7	Inversion	8.26	Inversion
F1	inversion	7	Inversion	8.31	Inversion
F1	inversion	7	Inversion	8.38	Inversion
F1	inversion	7	Inversion	8.39	Inversion
F1	inversion	7	Inversion	8.39	Inversion
F1	inversion	7	Inversion	8.45	Inversion
F1	inversion	7	Inversion	8.49	Inversion
F1	inversion	7	Inversion	8.5	Inversion
F1	inversion	7	Inversion	8.53	Inversion
F1	inversion	7	Inv-Adjacent	8.65	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.72	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.74	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.77	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.88	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.89	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.93	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.93	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.07	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.08	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.11	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.13	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.14	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.15	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.15	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.15	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.2	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.2	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.19	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.18	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.17	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.12	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.06	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9.05	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	9	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.96	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.95	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.95	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.91	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.85	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.81	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.79	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.77	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.74	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.69	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.67	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.63	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.56	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.39	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.39	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.39	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.36	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.34	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.24	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.22	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.22	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.17	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.08	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.94	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.88	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.82	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.59	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.49	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.49	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.47	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.47	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.4	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.27	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.98	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.78	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.74	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.67	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.63	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.62	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.52	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.4	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.29	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.16	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.13	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.06	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.06	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.04	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.87	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.64	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.42	Inv-Adjacent
F1	inversion	7	Terminal	5.37	Terminal
F1	inversion	7	Terminal	5.25	Terminal
F1	inversion	7	Terminal	5.23	Terminal
F1	inversion	7	Terminal	5.11	Terminal
F1	inversion	7	Terminal	4.85	Terminal
F1	inversion	7	Terminal	4.58	Terminal
F1	inversion	7	Terminal	4.58	Terminal
F1	inversion	7	Terminal	4.44	Terminal
F1	inversion	7	Terminal	4.12	Terminal
F1	inversion	7	Terminal	4.11	Terminal
F1	inversion	7	Terminal	4.06	Terminal
F1	inversion	7	Terminal	4.06	Terminal
F1	inversion	7	Terminal	4	Terminal
F1	inversion	7	Terminal	3.99	Terminal
F1	inversion	7	Terminal	3.96	Terminal
F1	inversion	7	Terminal	3.93	Terminal
F1	inversion	7	Terminal	3.76	Terminal
F1	inversion	7	Terminal	3.75	Terminal
F1	inversion	7	Terminal	3.72	Terminal
F1	inversion	7	Terminal	3.63	Terminal
F1	inversion	7	Terminal	3.53	Terminal
F1	inversion	7	Terminal	3.49	Terminal
F1	inversion	7	Terminal	3.48	Terminal
F1	inversion	7	Terminal	3.47	Terminal
F1	inversion	7	Terminal	3.46	Terminal
F1	inversion	7	Terminal	3.46	Terminal
F1	inversion	7	Terminal	3.46	Terminal
F1	inversion	7	Terminal	3.44	Terminal
F1	inversion	7	Terminal	3.43	Terminal
F1	inversion	7	Terminal	3.43	Terminal
F1	inversion	7	Terminal	3.43	Terminal
F1	inversion	7	Terminal	3.44	Terminal
F1	inversion	7	Terminal	3.51	Terminal
F1	inversion	7	Terminal	3.53	Terminal
F1	inversion	7	Terminal	3.58	Terminal
F1	inversion	7	Terminal	3.65	Terminal
F1	inversion	7	Terminal	5.61	Terminal
F1	inversion	7	Terminal	13.15	Terminal
F1	inversion	7	Terminal	13.96	Terminal
F1	inversion	7	Terminal	13.74	Terminal
F1	inversion	7	Terminal	13.72	Terminal
F1	inversion	7	Terminal	13.72	Terminal
F1	inversion	7	Terminal	13.72	Terminal
F1	inversion	7	Terminal	13.59	Terminal
F1	inversion	7	Terminal	12.94	Terminal
F1	inversion	7	Terminal	12.9	Terminal
F1	inversion	7	Terminal	12.85	Terminal
F1	inversion	7	Terminal	12.74	Terminal
F1	inversion	7	Terminal	12.56	Terminal
F1	inversion	7	Terminal	12.22	Terminal
F1	inversion	7	Terminal	11.69	Terminal
F1	inversion	7	Terminal	11.49	Terminal
F1	inversion	7	Terminal	11.25	Terminal
F1	inversion	7	Terminal	10.66	Terminal
F1	inversion	7	Terminal	10.52	Terminal
F1	inversion	7	Terminal	10.47	Terminal
F1	inversion	7	Terminal	10.12	Terminal
F1	inversion	7	Terminal	9.78	Terminal
F1	inversion	7	Terminal	9.45	Terminal
F1	inversion	8	Terminal	2.93	Terminal
F1	inversion	8	Terminal	3.22	Terminal
F1	inversion	8	Terminal	5.25	Terminal
F1	inversion	8	Terminal	5.36	Terminal
F1	inversion	8	Terminal	6.76	Terminal
F1	inversion	8	Terminal	6.77	Terminal
F1	inversion	8	Terminal	6.9	Terminal
F1	inversion	8	Terminal	6.95	Terminal
F1	inversion	8	Terminal	6.96	Terminal
F1	inversion	8	Terminal	7.01	Terminal
F1	inversion	8	Terminal	7.13	Terminal
F1	inversion	8	Terminal	7.17	Terminal
F1	inversion	8	Terminal	8.12	Terminal
F1	inversion	8	Terminal	8.25	Terminal
F1	inversion	8	Terminal	8.33	Terminal
F1	inversion	8	Terminal	8.33	Terminal
F1	inversion	8	Terminal	9.14	Terminal
F1	inversion	8	Terminal	9.36	Terminal
F1	inversion	8	Terminal	10.47	Terminal
F1	inversion	8	Terminal	10.48	Terminal
F1	inversion	8	Terminal	13.74	Terminal
F1	inversion	8	Terminal	14.56	Terminal
F1	inversion	8	Terminal	15.41	Terminal
F1	inversion	8	Terminal	16	Terminal
F1	inversion	8	Terminal	16.37	Terminal
F1	inversion	8	Terminal	16.59	Terminal
F1	inversion	8	Terminal	16.8	Terminal
F1	inversion	8	Terminal	16.84	Terminal
F1	inversion	8	Terminal	17.09	Terminal
F1	inversion	8	Terminal	17.09	Terminal
F1	inversion	8	Terminal	17.71	Terminal
F1	inversion	8	Terminal	18.44	Terminal
F1	inversion	8	Terminal	18.5	Terminal
F1	inversion	8	Terminal	18.84	Terminal
F1	inversion	8	Terminal	18.86	Terminal
F1	inversion	8	Terminal	18.87	Terminal
F1	inversion	8	Terminal	18.93	Terminal
F1	inversion	8	Terminal	18.97	Terminal
F1	inversion	8	Terminal	19.5	Terminal
F1	inversion	8	Terminal	19.53	Terminal
F1	inversion	8	Terminal	19.56	Terminal
F1	inversion	8	Terminal	20.09	Terminal
F1	inversion	8	Terminal	20.32	Terminal
F1	inversion	8	Terminal	20.45	Terminal
F1	inversion	8	Terminal	20.48	Terminal
F1	inversion	8	Terminal	20.57	Terminal
F1	inversion	8	Terminal	20.59	Terminal
F1	inversion	8	Terminal	20.65	Terminal
F1	inversion	8	Terminal	20.66	Terminal
F1	inversion	8	Terminal	20.67	Terminal
F1	inversion	8	Terminal	20.68	Terminal
F1	inversion	8	Terminal	20.73	Terminal
F1	inversion	8	Terminal	20.73	Terminal
F1	inversion	8	Terminal	20.71	Terminal
F1	inversion	8	Terminal	20.71	Terminal
F1	inversion	8	Terminal	20.7	Terminal
F1	inversion	8	Terminal	20.52	Terminal
F1	inversion	8	Terminal	20.48	Terminal
F1	inversion	8	Terminal	20.42	Terminal
F1	inversion	8	Terminal	20.34	Terminal
F1	inversion	8	Terminal	19.53	Terminal
F1	inversion	8	Terminal	19.5	Terminal
F1	inversion	8	Terminal	19.34	Terminal
F1	inversion	8	Inv-Adjacent	19.08	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	19.03	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.77	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.76	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.69	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.58	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.5	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.28	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	18.09	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	17.94	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	17.67	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	17.29	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	17.09	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.91	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.77	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.72	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.21	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.08	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.08	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	16.05	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	15.44	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	15.2	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	15.01	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	14.31	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	14.18	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	14.01	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.85	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.85	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.69	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.49	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.41	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	13.41	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	12.84	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	12.6	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	12.46	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	12.31	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	11.83	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	10.78	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	10.18	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	10.01	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	6.78	Inv-Adjacent
F1	inversion	8	Inv-Adjacent	6.7	Inv-Adjacent
F1	inversion	8	Inversion	6.04	Inversion
F1	inversion	8	Inversion	5.6	Inversion
F1	inversion	8	Inversion	5.21	Inversion
F1	inversion	8	Inversion	4.48	Inversion
F1	inversion	8	Inversion	4.24	Inversion
F1	inversion	8	Inversion	3.93	Inversion
F1	inversion	8	Inversion	3.43	Inversion
F1	inversion	8	Inversion	3.41	Inversion
F1	inversion	8	Inversion	2.88	Inversion
F1	inversion	8	Inversion	2.88	Inversion
F1	inversion	8	Inversion	2.73	Inversion
F1	inversion	8	Inversion	2.61	Inversion
F1	inversion	8	Inversion	2.02	Inversion
F1	inversion	8	Inversion	1.55	Inversion
F1	inversion	8	Inversion	1.15	Inversion
F1	inversion	8	Inversion	1.01	Inversion
F1	inversion	8	Inversion	0.92	Inversion
F1	inversion	8	Inversion	0.81	Inversion
F1	inversion	8	Inversion	0.64	Inversion
F1	inversion	8	Inversion	0.51	Inversion
F1	inversion	8	Inversion	0.36	Inversion
F1	inversion	8	Inversion	0.06	Inversion
F1	inversion	8	Inversion	0.04	Inversion
F1	inversion	8	Inversion	0.02	Inversion
F1	inversion	8	Inversion	0.02	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
F1	inversion	8	Inversion	0	Inversion
